Datetime,Temperature [K],Voltage [V],Resistance [𝛀],Current Source [A],Electric Field [V/cm],Restivity [𝛀 cm],Current Density [A/cm2]
2024-01-26 11:20:58.066950,268.0532744706427,3.32608401e-05,0.0221738934,0.0015,0.0006396315403846154,0.037951471396153846,0.016853932584269662
2024-01-26 11:20:59.702812,267.8789836102025,3.32004312e-05,0.0221336208,0.0015,0.0006384698307692309,0.0378825432923077,0.016853932584269662
2024-01-26 11:21:01.433208,267.7034629520183,3.31610999e-05,0.02210739993333333,0.0015,0.0006377134596153846,0.03783766527051282,0.016853932584269662
2024-01-26 11:21:03.054457,267.5185964029922,3.31271151e-05,0.022084743400000002,0.0015,0.0006370599057692308,0.0377988877423077,0.016853932584269662
2024-01-26 11:21:04.658845,267.34810715135603,3.30973645e-05,0.022064909666666667,0.0015,0.0006364877788461538,0.0377649415448718,0.016853932584269662
2024-01-26 11:21:06.279084,267.1762628666793,3.30724531e-05,0.022048302066666668,0.0015,0.0006360087134615385,0.03773651699871795,0.016853932584269662
2024-01-26 11:21:07.896696,267.0047870541116,3.30466429e-05,0.02203109526666667,0.0015,0.0006355123634615385,0.03770706689871795,0.016853932584269662
2024-01-26 11:21:09.538745,266.8340533686318,3.30250611e-05,0.022016707400000002,0.0015,0.0006350973288461539,0.03768244151153847,0.016853932584269662
2024-01-26 11:21:11.156600,266.6608158015517,3.30026722e-05,0.02200178146666667,0.0015,0.0006346667730769231,0.03765689520256411,0.016853932584269662
2024-01-26 11:21:12.789774,266.4894187393894,3.29816918e-05,0.02198779453333333,0.0015,0.0006342633038461538,0.03763295602820513,0.016853932584269662
2024-01-26 11:21:14.403200,266.32063796861814,3.29693882e-05,0.021979592133333333,0.0015,0.0006340266961538461,0.03761891730512821,0.016853932584269662
2024-01-26 11:21:16.008927,266.15282408654724,3.29295525e-05,0.021953035,0.0015,0.000633260625,0.03757346375,0.016853932584269662
2024-01-26 11:21:17.619125,265.9848529911729,3.28989939e-05,0.021932662600000003,0.0015,0.0006326729596153847,0.03753859560384616,0.016853932584269662
2024-01-26 11:21:19.239869,265.8167999545013,3.2884169e-05,0.021922779333333333,0.0015,0.0006323878653846154,0.03752168001282052,0.016853932584269662
2024-01-26 11:21:20.867459,265.64828925065615,3.28450371e-05,0.0218966914,0.0015,0.0006316353288461539,0.037477029511538466,0.016853932584269662
2024-01-26 11:21:22.489970,265.48079573814647,3.28320393e-05,0.0218880262,0.0015,0.0006313853711538462,0.03746219868846154,0.016853932584269662
2024-01-26 11:21:24.101458,265.31474321080697,3.28159033e-05,0.021877268866666667,0.0015,0.0006310750634615385,0.03744378709871795,0.016853932584269662
2024-01-26 11:21:25.706486,265.15015771330695,3.27942212e-05,0.02186281413333333,0.0015,0.0006306581,0.03741904726666667,0.016853932584269662
2024-01-26 11:21:27.331087,264.984064849912,3.27665884e-05,0.021844392266666665,0.0015,0.0006301267,0.03738751753333333,0.016853932584269662
2024-01-26 11:21:28.954551,264.8176138507408,3.27331064e-05,0.021822070933333333,0.0015,0.0006294828153846155,0.03734931371282052,0.016853932584269662
2024-01-26 11:21:30.576247,264.652229211078,3.26952882e-05,0.021796858800000003,0.0015,0.0006287555423076924,0.037306162176923084,0.016853932584269662
2024-01-26 11:21:32.196582,264.48828621464406,3.26836905e-05,0.021789127,0.0015,0.0006285325096153846,0.037292928903846154,0.016853932584269662
2024-01-26 11:21:33.834584,264.3221603605551,3.26381961e-05,0.0217587974,0.0015,0.0006276576173076924,0.037241018626923084,0.016853932584269662
2024-01-26 11:21:35.491620,264.1539513864242,3.2593621e-05,0.021729080666666668,0.0015,0.000626800403846154,0.0371901572948718,0.016853932584269662
2024-01-26 11:21:37.129986,263.98873267105495,3.25769808e-05,0.0217179872,0.0015,0.0006264804,0.0371711704,0.016853932584269662
2024-01-26 11:21:38.742538,263.8271550113613,3.25588208e-05,0.021705880533333333,0.0015,0.0006261311692307692,0.037150449374358976,0.016853932584269662
2024-01-26 11:21:40.363378,263.66504324061765,3.25454102e-05,0.021696940133333332,0.0015,0.000625873273076923,0.03713514753589744,0.016853932584269662
2024-01-26 11:21:41.972624,263.5033232369825,3.25049696e-05,0.021669979733333334,0.0015,0.0006250955692307693,0.037089003774358975,0.016853932584269662
2024-01-26 11:21:43.584848,263.3424940781524,3.24809684e-05,0.021653978933333335,0.0015,0.0006246340076923077,0.037061617789743595,0.016853932584269662
2024-01-26 11:21:45.240296,263.1796559412293,3.24932719e-05,0.021662181266666667,0.0015,0.0006248706134615385,0.03707565639871795,0.016853932584269662
