Temperature [K],Voltage [V],Resistance [𝛀],Current Source [A],Electric Field [V/cm],Resistivity [𝛀 cm],Current Density [A/cm2]
295.04209275881686,0.0267957485,5.3591497,0.005,0.5133285153256705,15.628799977605365,0.03284503711489194
295.04160879215823,0.075443039,5.357549146376813,0.014081632653061223,1.4452689463601531,15.624132309443334,0.09250234942561403
295.04062857746,0.1240128335,5.353858010132159,0.02316326530612245,2.3757247796934866,15.613367909624875,0.15215966173633613
295.0397971953132,0.1724677835,5.348684425,0.03224489795918367,3.303980526819923,15.598280268539272,0.2118169740470582
295.0395988209322,0.220658332,5.339386799012346,0.041326530612244894,4.227171111111111,15.571165755050757,0.27147428635778026
295.038966021172,0.26855902249999997,5.327689110323886,0.050408163265306116,5.144808860153256,15.53705197824914,0.3311315986685024
295.0383457107786,0.315902304,5.310193103259006,0.059489795918367346,6.051768275862069,15.486028661094224,0.39078891097922447
295.0378246916067,0.3626335715,5.288406251041666,0.06857142857142857,6.947003285440612,15.422492022913271,0.4504462232899466
295.03716712077244,0.408677326,5.262861754007885,0.0776530612244898,7.82906754789272,15.34799702706169,0.5101035356006687
295.03681970515356,0.453864944,5.232795824941176,0.08673469387755102,8.694730727969349,15.260316253463511,0.5697608479113908
295.0367202056825,0.498395392,5.201570651331203,0.09581632653061224,9.547804444444443,15.169254794102473,0.6294181602221128
295.0361869049823,0.542192592,5.16876206381323,0.10489795918367346,10.386831264367816,15.073575650848428,0.689075472532835
295.0357401979445,0.584505235,5.1281569409131595,0.1139795918367347,11.197418295019155,14.955159599908242,0.7487327848435571
295.0358890308975,0.6265104480000001,5.091046758208956,0.12306122448979592,12.002115862068967,14.846935785481788,0.8083900971542792
295.03561613577585,0.667675899,5.052682478918919,0.13214285714285715,12.790726034482757,14.735054669843429,0.8680474094650013
295.0359138017118,0.7079505020000001,5.012944306069365,0.14122448979591837,13.562270153256707,14.619166891052478,0.9277047217757234
295.03612466574947,0.7478052230000001,4.975214654039376,0.1503061224489796,14.325770555555556,14.509136528437052,0.9873620340864454
295.03649706034685,0.7870210885,4.937776355505762,0.1593877551020408,15.077032346743293,14.399955835223027,1.0470193463971675
295.0368940175656,0.825198764,4.898211924409449,0.16846938775510203,15.808405440613026,14.284574736644643,1.1066766587078896
