Temperature [K],Voltage [V],Resistance [Ohm],Current Source [A],Electric Field [V/cm],Resistivity [Ohm cm],Current Density [A/cm2]
292.9590596186952,0.03392143841,3392.1438409999996,1e-05,1.4276699667508417,6862.809530171296,0.0002080299563137092
292.9597001946002,0.1666209156,3292.1068001612907,5.061224489795918e-05,7.012664797979798,6660.419776252241,0.0010528863095061198
292.96019427815565,0.2961528604,3246.418380223714,9.122448979591836e-05,12.464345976430977,6567.985334063718,0.0018977426626985304
292.96121214315605,0.4202938037,3187.987055928793,0.00013183673469387754,17.689133152356902,6449.7701085226045,0.002742599015890941
292.9623243514376,0.5395921022,3128.995622224852,0.00017244897959183672,22.710105311447812,6330.421698667873,0.003587455369083352
292.9635260289878,0.6520714363,3060.488542021073,0.0002130612244897959,27.444084019360268,6191.82172621856,0.004432311722275762
292.9655071509284,0.7529868363999999,2968.331052582461,0.0002536734693877551,31.691365168350163,6005.373472122849,0.005277168075468174
292.96713584962424,0.8638044338,2935.257784757282,0.00029428571428571427,36.35540546296296,5938.46135156913,0.006122024428660584
292.96811401809447,0.9696101097,2895.240425063985,0.0003348979591836735,40.80850630050505,5857.500304411859,0.006966880781852995
292.97040049254406,1.0730549479999998,2857.591981086956,0.0003755102040816327,45.16224528619528,5781.331924699073,0.007811737135045406
292.97117264697744,1.159391056,2786.1776235409516,0.00041612244897959184,48.79591986531987,5636.8500994786855,0.008656593488237815
292.9742585976785,1.25485758,2747.454040214477,0.000456734693877551,52.81387121212121,5558.506553582068,0.009501449841430226
292.97557448252485,1.347492349,2709.36089868691,0.0004973469387755102,56.71264095117845,5481.438484843425,0.010346306194622637
292.976781112931,1.417239481,2634.473997306525,0.0005379591836734694,59.648126304713806,5329.931188995145,0.01119116254781505
292.98037842636245,1.4820913629999999,2561.6393928395064,0.0005785714285714285,62.377582617845114,5182.575993846594,0.012036018901007457
292.9813268937807,1.5729687079999999,2540.3911236651284,0.0006191836734693877,66.20238670033669,5139.587597415098,0.01288087525419987
