Temperature [K],Voltage [V],Resistance [𝛀],Current Source [A],Electric Field [V/cm],Resistivity [𝛀 cm],Current Density [A/cm2]
98.12287253435872,7.243473277,7243473.277,1e-06,241.04736362728784,7397743.589721464,3.258390355164549e-05
97.9267648818518,7.900653399999999,7242265.616666665,1.090909090909091e-06,262.91691846921793,7396510.208835273,3.554607660179508e-05
97.73250514637309,8.558546283,7241846.854846154,1.1818181818181818e-06,284.81019244592346,7396082.528293792,3.850824965194467e-05
97.54534139274394,9.217936183,7242664.143785716,1.2727272727272726e-06,306.7532839600666,7396917.22371992,4.1470422702094255e-05
97.36291649172057,9.875675935,7242162.352333333,1.3636363636363636e-06,328.64146206322795,7396404.745195008,4.443259575224385e-05
97.24220105338176,10.52923184,7238846.89,1.4545454545454546e-06,350.3904106489185,7393018.670685524,4.739476880239344e-05
97.16862935949162,11.17198882,7228933.94235294,1.5454545454545454e-06,371.77999400998334,7382894.5986958975,5.035694185254303e-05
97.09473826662207,11.819523239999999,7223041.9799999995,1.6363636363636363e-06,393.3285603993344,7376877.150289516,5.3319114902692615e-05
97.02221971185769,12.45431473,7210392.738421053,1.7272727272727273e-06,414.45306921797004,7363958.507226027,5.6281287952842206e-05
96.95117736762258,13.09531328,7202422.304,1.8181818181818183e-06,435.78413577371043,7355818.319792344,5.9243461002991805e-05
96.8796190891978,13.735214469999999,7194636.15095238,1.909090909090909e-06,457.0786845257903,7347866.33852674,6.220563405314139e-05
96.80859570457179,14.37138459,7185692.294999999,2.0000000000000003e-06,478.24907121464224,7338731.9977886835,6.516780710329099e-05
96.7387230303784,15.00380997,7175735.203043478,2.090909090909091e-06,499.29484093178036,7328562.841311292,6.812998015344057e-05
96.66921518684306,15.57030618,7136390.3325,2.181818181818182e-06,518.1466282861896,7288380.010130615,7.109215320359016e-05
96.59975412495936,16.29024141,7167706.2204,2.2727272727272728e-06,542.1045394342763,7320362.858704693,7.405432625373974e-05
96.53075539705118,16.91632493,7156906.7011538455,2.3636363636363636e-06,562.9392655574043,7309333.333058619,7.701649930388934e-05
96.46350986016043,17.52577459,7140130.38851852,2.4545454545454544e-06,583.2204522462563,7292199.721252358,7.997867235403893e-05
96.3954779640204,18.13767851,7125516.557500001,2.545454545454545e-06,603.5833114808653,7277274.647243761,8.294084540418851e-05
96.32852806752166,18.764422579999998,7117539.599310344,2.6363636363636364e-06,624.4400193011646,7269127.797099316,8.590301845433811e-05
96.26254567464466,19.38307507,7107127.525666666,2.7272727272727276e-06,645.0274565723794,7258493.968808984,8.886519150448771e-05
96.19694167232112,20.00994979,7100304.764193548,2.8181818181818185e-06,665.8885121464226,7251525.897274542,9.182736455463729e-05
96.13175437740733,20.628889750000003,7091180.8515625,2.9090909090909093e-06,686.4855158069885,7242207.6650400385,9.478953760478688e-05
96.0654563746703,21.2546885,7084896.166666667,3e-06,707.310765391015,7235789.129950083,9.775171065493647e-05
95.99969599966776,21.8711935,7075974.367647059,3.090909090909091e-06,727.8267387687188,7226677.315909757,0.00010071388370508606
95.93524353528417,22.48073561,7065374.048857143,3.1818181818181817e-06,748.1110019966723,7215851.23325876,0.00010367605675523564
95.870674527252,23.108711950000004,7060995.318055557,3.2727272727272725e-06,769.0087171381033,7211379.244962564,0.00010663822980538523
95.80886045923188,23.718096789999997,7051326.072702702,3.3636363636363633e-06,789.2877467554075,7201504.065598866,0.00010960040285553481
95.74727281857443,24.32729017,7042110.312368421,3.454545454545455e-06,809.5604049916806,7192092.029503721,0.00011256257590568443
95.68502907511626,24.95242152,7037862.4799999995,3.5454545454545458e-06,830.3634449251248,7187753.727494176,0.00011552474895583401
95.62456203488026,25.55761329,7028343.65475,3.6363636363636366e-06,850.5029381031613,7178032.171856155,0.00011848692200598361
95.5628187812803,26.186168829999996,7025557.490975608,3.7272727272727274e-06,871.4199277870215,7175186.668820013,0.0001214490950561332
95.50367693880072,26.7900283,7016435.983333333,3.818181818181818e-06,891.515084858569,7165870.89279534,0.00012441126810628278
95.44561036345348,27.39635173,7008369.047209302,3.909090909090909e-06,911.6922372712146,7157632.148381147,0.00012737344115643236
95.38605800715588,28.004116630000006,7001029.157500002,4e-06,931.9173587354411,7150135.934897671,0.00013033561420658195
95.32669469303713,28.620030730000003,6996007.511777779,4.090909090909091e-06,952.413668219634,7145007.338983695,0.00013329778725673153
95.26859012586397,29.229257269999998,6989604.999347825,4.181818181818182e-06,972.6874299500831,7138468.466888011,0.00013625996030688115
95.21091466830907,29.834695189999998,6982588.235957446,4.272727272727273e-06,992.8351144758734,7131302.261615108,0.00013922213335703073
95.15427717176195,30.436520360000003,6975035.9158333335,4.363636363636364e-06,1012.86257437604,7123589.093408486,0.00014218430640718031
